"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"162",641871,"Middleton, Keynan","0",,"0.184","0.082","0.209","0.265","0.192","0.315","0.273","9","49","89.4","21.8","2323","91.1","90.42","36","124","38","-0.7","6.54","110","155","116","149","292","320","298"
"161",519443,"Workman, Brandon","0",,"0.327","0.135","0.375","0.462","0.340","0.381","0.338","17","52","95.9","8.5","2294","84.3","85.87","16","96","65","1.6","7.36","108","153","118","147","298","328","296"
"159",664714,"Newsome, Ljay","0",,"0.373","0.392","0.378","0.765","0.472","0.421","0.331","19","51","92.9","16.8","2024","89.4","86.61","22","119","40","-2.8","6.01","109","152","118","146","297","329","301"
"158",544931,"Strasburg, Stephen","0",,"0.220","0.237","0.200","0.458","0.285","0.326","0.259","13","59","93.7","15.8","2240","87.4","88.43","14","91","67","1.0","6.98","110","153","112","150","303","316","295"
"157",668687,"Scrubb, Andre","0",,"0.204","0.296","0.154","0.500","0.282","0.362","0.271","11","54","90.9","24.7","2527","87.8","87.07","17","86","71","-0.7","5.95","109","154","117","150","292","327","290"
"157",663559,"Falter, Bailey","0",,"0.260","0.200","0.294","0.460","0.307","0.305","0.262","13","50","90.0","14.6","1778","89.5","92.02","20","101","56","2.5","7.57","110","151","114","146","296","326","297"
"156",641447,"Castano, Daniel","0",,"0.327","0.231","0.326","0.558","0.381","0.419","0.363","17","52","86.9","11.0","2197","84.7","84.34","13","112","44","-0.4","6.02","107","148","115","149","296","310","289"
"156",642701,"Santana, Dennis","0",,"0.293","0.086","0.320","0.379","0.286","0.304","0.281","17","58","88.1","8.4","2543","90.6","89.71","18","112","44","-0.9","6.08","113","155","119","149","301","320","290"
"156",623364,"Wieck, Brad","0",,"0.184","0.061","0.300","0.245","0.195","0.216","0.187","9","49","92.9","19.0","2327","90.6","92.08","20","91","65","1.5","7.12","110","154","116","152","293","315","297"
"155",663574,"Santillan, Tony","0",,"0.326","0.239","0.324","0.565","0.356","0.397","0.324","15","46","89.6","17.0","2155","89.7","89.25","18","104","51","-0.5","5.89","112","148","113","146","288","320","294"
"153",598286,"Ramirez, Nick","0",,"0.286","0.095","0.298","0.381","0.284","0.293","0.274","18","63","88.9","10.1","1865","84.7","83.66","14","106","47","-1.0","5.54","112","152","127","147","295","321","311"
"153",519141,"Pomeranz, Drew","0",,"0.217","0.152","0.281","0.370","0.243","0.251","0.224","10","46","90.2","9.5","2477","92.5","91.03","32","105","48","-1.5","5.51","115","152","133","147","298","321","310"
"152",676604,"Zuber, Tyler","0",,"0.233","0.279","0.219","0.512","0.311","0.439","0.316","10","43","95.5","27.1","2313","91.0","89.63","25","102","50","-1.4","5.80","107","156","114","144","294","318","299"
"152",669735,"Rodriguez, Chris","0",,"0.288","0.077","0.319","0.365","0.283","0.254","0.248","15","52","89.6","4.0","2208","93.4","92.21","12","89","63","-1.2","6.00","112","157","114","148","307","326","300"
"151",605195,"Crick, Kyle","0",,"0.205","0.026","0.242","0.231","0.221","0.299","0.253","8","39","87.5","23.4","2857","84.4","84.16","16","84","67","-0.2","6.23","107","148","120","147","301","321","289"
"150",605525,"Wendelken, J.B.","0",,"0.327","0.109","0.405","0.436","0.330","0.289","0.292","18","55","87.4","14.8","2377","90.4","90.14","25","114","36","-0.3","6.18","110","148","120","152","296","320","296"
"149",656353,"Davidson, Tucker","0",,"0.241","0.167","0.250","0.407","0.275","0.385","0.316","13","54","88.3","8.3","2170","89.1","89.11","18","106","43","0.0","6.10","105","148","120","148","304","316","283"
"148",665854,"Oviedo, Luis","0",,"0.346","0.231","0.381","0.577","0.383","0.373","0.318","18","52","94.9","14.7","2181","88.0","89.38","16","98","50","1.4","7.10","107","150","119","146","300","319","287"
"146",518858,"Jones, Nate","0",,"0.226","0.434","0.128","0.660","0.358","0.393","0.295","12","53","92.2","23.6","2371","93.4","92.61","28","117","29","-0.8","5.79","110","155","118","150","303","321","295"
"145",458677,"Wilson, Justin","0",,"0.326","0.349","0.323","0.674","0.425","0.394","0.305","14","43","89.1","14.7","2300","92.2","91.69","18","104","41","-0.5","6.04","111","154","117","150","296","324","287"
"144",642068,"Sheffield, Jordan","0",,"0.173","0.135","0.171","0.308","0.200","0.271","0.227","9","52","93.0","24.0","2605","94.7","93.30","17","105","39","-1.4","5.74","114","153","122","148","299","329","301"
"143",458676,"Lindblom, Josh","0",,"0.370","0.407","0.385","0.778","0.479","0.442","0.315","20","54","92.5","24.2","2435","85.9","85.74","19","98","45","-0.2","6.23","104","151","120","146","302","323","295"
"143",641541,"Duplantier, Jon","0",,"0.388","0.367","0.389","0.755","0.490","0.408","0.314","19","49","91.1","8.5","2159","87.6","71.51","16","92","51","-16.1","7.19","110","154","117","151","301","324","301"
"143",528748,"Castellanos, Humberto","0",,"0.234","0.106","0.278","0.340","0.247","0.268","0.238","11","47","85.7","9.1","2064","84.7","75.93","14","92","51","-8.8","6.10","110","151","118","150","298","323","295"
"141",664054,"Stashak, Cody","0",,"0.326","0.217","0.406","0.543","0.354","0.315","0.251","15","46","92.3","27.7","2190","86.5","85.69","28","103","38","-0.8","5.78","104","151","112","145","302","332","297"
"141",657097,"Webb, Jacob","0",,"0.292","0.271","0.306","0.563","0.359","0.358","0.294","14","48","90.6","12.8","2327","88.6","88.24","32","111","30","-0.4","6.13","109","149","122","149","300","316","293"
"140",670955,"Uceta, Edwin","0",,"0.356","0.200","0.368","0.556","0.388","0.367","0.316","16","45","90.1","20.6","2235","89.8","88.89","17","94","46","-0.9","6.25","110","155","119","151","298","319","297"
"140",593140,"Feliz, Michael","0",,"0.348","0.217","0.400","0.565","0.389","0.401","0.333","16","46","92.9","23.5","2211","90.4","91.19","20","93","47","0.8","6.83","109","151","118","147","292","318","286"
"140",670056,"Baragar, Caleb","0",,"0.224","0.061","0.275","0.286","0.221","0.240","0.211","11","49","88.8","31.1","2426","92.0","91.54","23","103","37","-0.5","6.56","107","154","116","149","297","321","291"
"140",642233,"Yardley, Eric","0",,"0.375","0.250","0.365","0.625","0.417","0.361","0.321","21","56","89.7","3.8","2134","84.4","83.24","4","90","50","-1.2","6.18","106","150","118","146","302","321","296"
"137",571948,"Milner, Hoby","0",,"0.410","0.205","0.467","0.615","0.446","0.458","0.412","16","39","85.5","11.7","1979","86.6","86.81","12","82","55","0.2","6.46","107","155","125","144","297","326","298"
"137",656458,"Gilbreath, Lucas","0",,"0.320","0.300","0.308","0.620","0.389","0.324","0.257","16","50","87.5","10.5","2454","90.2","90.56","26","97","40","0.4","6.26","109","153","121","147","298","329","304"
"137",664076,"Cleavinger, Garrett","0",,"0.261","0.217","0.273","0.478","0.313","0.299","0.235","12","46","89.4","8.7","2474","90.0","90.24","10","72","65","0.2","6.26","112","157","120","151","298","317","294"
"137",656638,"Lange, Alex","0",,"0.467","0.400","0.471","0.867","0.564","0.548","0.458","21","45","97.8","12.4","2277","90.0","90.35","13","89","48","0.4","6.47","104","152","120","147","298","326","297"
"137",643615,"Zeuch, T.J.","0",,"0.370","0.478","0.297","0.848","0.508","0.508","0.367","17","46","94.8","11.0","2113","90.0","90.11","12","89","48","0.1","6.29","105","155","123","147","300","317","283"
"135",658551,"Fernández, Junior","0",,"0.353","0.176","0.386","0.529","0.384","0.330","0.303","18","51","91.4","9.4","2085","93.5","94.06","25","103","32","0.6","6.59","111","154","126","147","295","311","294"
"135",592169,"Brice, Austin","0",,"0.333","0.179","0.364","0.513","0.362","0.277","0.232","13","39","94.8","18.8","2360","88.6","86.48","15","93","42","-2.1","5.41","113","153","121","146","288","319","297"
"133",641312,"Anderson, Shaun","0",,"0.408","0.224","0.462","0.633","0.445","0.324","0.281","20","49","93.5","16.9","2690","88.9","89.54","20","91","42","0.6","6.57","109","153","120","149","303","326","296"
"132",669214,"Menez, Conner","0",,"0.313","0.208","0.342","0.521","0.346","0.309","0.291","15","48","88.3","9.2","2127","84.8","85.45","15","92","40","0.7","6.61","114","157","117","148","297","321","294"
"131",605138,"Benjamin, Wes","0",,"0.361","0.139","0.444","0.500","0.370","0.307","0.253","13","36","90.5","24.6","2346","87.3","86.31","20","91","40","-1.0","5.98","110","154","120","145","297","325","295"
"130",621114,"Burr, Ryan","0",,"0.105","0.026","0.121","0.132","0.132","0.235","0.199","4","38","86.3","4.9","2125","90.0","91.02","11","85","45","1.0","6.72","110","151","115","149","297","314","291"
"130",571882,"Law, Derek","0",,"0.341","0.268","0.343","0.610","0.392","0.364","0.319","14","41","91.2","12.9","2213","87.6","88.06","21","93","37","0.5","6.50","105","153","111","148","298","326","293"
"129",607625,"Lugo, Seth","0",,"0.262","0.167","0.273","0.429","0.295","0.357","0.321","11","42","88.1","6.7","2536","87.6","86.98","18","82","47","-0.6","6.01","112","152","112","148","306","331","305"
"129",592135,"Bedrosian, Cam","0",,"0.378","0.289","0.361","0.667","0.425","0.428","0.349","17","45","92.7","16.8","2278","87.9","87.59","17","82","47","-0.3","6.06","109","151","119","147","304","325","295"
"127",608652,"Farrell, Luke","0",,"0.237","0.211","0.258","0.447","0.287","0.364","0.291","9","38","91.7","17.3","2492","84.9","84.99","13","77","50","0.1","6.16","109","157","118","151","301","328","295"
"127",571676,"Frankoff, Seth","0",,"0.348","0.304","0.324","0.652","0.423","0.348","0.263","16","46","82.9","10.2","2406","88.1","87.98","8","93","34","-0.1","6.15","107","152","118","148","306","333","303"
"127",608678,"Leone, Dominic","0",,"0.195","0.171","0.207","0.366","0.237","0.319","0.259","8","41","93.7","14.1","2322","91.8","91.57","17","80","47","-0.2","6.42","111","156","118","150","299","322","295"
"127",676606,"Margevicius, Nick","0",,"0.333","0.278","0.370","0.611","0.399","0.364","0.319","12","36","92.1","13.9","2134","86.5","86.23","12","84","43","-0.3","6.68","109","154","115","147","299","325","299"
"126",656793,"Nelson, Nick","0",,"0.314","0.171","0.478","0.486","0.341","0.259","0.230","11","35","90.3","7.3","2043","93.2","92.35","24","85","41","-0.8","6.32","111","151","113","148","293","324","288"
"126",669294,"Campbell, Paul","0",,"0.410","0.103","0.471","0.513","0.399","0.327","0.305","16","39","87.3","15.9","2592","89.0","87.97","17","90","36","-1.0","5.64","107","149","114","146","295","314","293"
"122",666205,"Muller, Kyle","0",,"0.211","0.105","0.250","0.316","0.226","0.230","0.214","8","38","89.2","20.2","2330","90.2","89.73","21","79","43","-0.5","6.27","107","149","120","144","308","320","282"
"121",592288,"Emanuel, Kent","0",,"0.256","0.279","0.219","0.535","0.332","0.290","0.237","11","43","89.1","10.8","2087","86.8","85.94","8","73","48","-0.9","5.80","116","156","121","152","286","325","292"
"121",518397,"Alexander, Scott","0",,"0.262","0.190","0.257","0.452","0.312","0.297","0.268","11","42","90.7","5.4","2162","91.0","90.80","13","80","41","-0.2","6.08","109","157","114","149","296","316","294"
"120",594056,"Guduan, Reymin","0",,"0.326","0.130","0.311","0.457","0.316","0.420","0.350","15","46","91.6","8.4","2239","90.5","89.93","6","79","41","-0.6","6.00","110","146","121","149","300","325","301"
"120",572888,"Greene, Shane","0",,"0.421","0.316","0.464","0.737","0.490","0.302","0.267","16","38","92.0","22.9","2329","87.9","86.91","9","79","41","-1.0","5.57","105","150","127","143","303","316","285"
"120",660853,"De Los Santos, Enyel","0",,"0.378","0.297","0.545","0.676","0.446","0.314","0.259","14","37","91.0","11.8","2124","92.3","91.49","30","90","30","-0.8","5.87","109","152","115","148","294","324","293"
"118",605441,"Ríos, Yacksel","0",,"0.278","0.194","0.310","0.472","0.317","0.345","0.272","10","36","93.9","18.6","1902","93.1","92.24","11","80","38","-0.9","6.23","111","154","118","148","297","328","301"
"117",622446,"Rodriguez, Jefry","0",,"0.256","0.093","0.303","0.349","0.298","0.322","0.254","11","43","90.6","23.2","2308","91.2","92.26","18","84","33","1.1","6.83","112","154","122","144","300","316","295"
"117",622780,"Perdomo, Angel","0",,"0.226","0.323","0.211","0.548","0.324","0.361","0.251","7","31","94.4","20.0","2467","92.2","92.59","22","75","42","0.4","6.56","110","151","117","148","297","319","291"
"116",488748,"Buchter, Ryan","0",,"0.244","0.317","0.212","0.561","0.327","0.380","0.271","10","41","90.6","23.9","2121","84.7","85.20","11","82","34","0.5","6.71","108","153","117","150","303","328","300"
"116",594795,"Dayton, Grant","0",,"0.344","0.281","0.400","0.625","0.395","0.313","0.282","11","32","85.0","11.7","2223","87.7","87.95","16","81","35","0.2","6.47","105","148","119","148","300","318","293"
"115",656266,"Bukauskas, J.B.","0",,"0.415","0.317","0.378","0.732","0.483","0.421","0.335","17","41","90.6","12.7","2295","91.5","90.14","7","77","38","-1.4","5.42","110","151","116","149","301","326","300"
"114",626929,"Thorpe, Lewis","0",,"0.216","0.108","0.212","0.324","0.232","0.264","0.254","8","37","91.0","12.0","1923","85.1","86.04","9","73","41","0.9","6.85","102","155","118","149","312","330","296"
"114",605309,"Kela, Keone","0",,"0.294","0.265","0.292","0.559","0.370","0.352","0.280","10","34","93.9","19.5","2382","88.6","88.63","10","62","52","0.0","6.35","117","156","131","148","295","317","308"
"113",657006,"Steele, Justin","0",,"0.143","0.171","0.150","0.314","0.206","0.196","0.180","5","35","87.6","-8.0","2573","90.2","90.55","22","63","50","0.4","6.44","111","149","113","145","291","319","294"
"111",605521,"Warren, Art","0",,"0.176","0.147","0.208","0.324","0.211","0.222","0.200","6","34","83.8","20.4","2437","89.8","90.18","26","85","26","0.4","6.39","113","151","120","146","295","320","294"
"110",598287,"Ramirez, Noé","0",,"0.262","0.119","0.294","0.381","0.276","0.271","0.248","11","42","90.3","25.2","2307","84.7","84.40","14","72","38","-0.3","6.10","107","155","119","150","297","325","301"
"109",461872,"Swarzak, Anthony","0",,"0.462","0.462","0.467","0.923","0.581","0.491","0.389","18","39","93.9","16.5","2333","89.5","89.76","11","75","34","0.3","6.23","110","155","122","147","299","327","302"
"109",621129,"Cody, Kyle","0",,"0.375","0.250","0.414","0.625","0.416","0.376","0.323","15","40","94.5","10.3","2190","90.2","90.32","15","74","35","0.1","6.42","112","149","118","145","292","313","292"
"109",453284,"Parker, Blake","0",,"0.257","0.143","0.286","0.400","0.273","0.293","0.262","9","35","93.0","20.3","1648","85.6","86.55","10","64","45","1.0","6.76","117","151","118","151","285","313","293"
"108",664875,"Lawrence, Justin","0",,"0.378","0.135","0.424","0.514","0.371","0.366","0.318","14","37","91.2","6.8","2496","92.7","92.77","8","63","45","0.1","6.28","109","150","121","143","303","328","299"
"107",657024,"Swanson, Erik","0",,"0.091","0.091","0.083","0.182","0.115","0.173","0.124","3","33","88.0","27.5","2186","91.9","92.58","20","78","29","0.7","6.80","113","155","112","149","299","330","300"
"107",594985,"Rowen, Ben","0",,"0.250","0.375","0.192","0.625","0.350","0.314","0.243","8","32","90.6","20.1","2270","75.6","74.56","9","64","43","-1.0","5.92","118","160","125","149","298","328","301"
"106",607560,"Harper, Ryne","0",,"0.194","0.083","0.233","0.278","0.197","0.257","0.251","7","36","81.4","2.4","2060","76.6","76.90","13","67","39","0.3","6.44","110","152","124","146","302","317","296"
"105",676220,"Elledge, Seth","0",,"0.265","0.206","0.308","0.471","0.311","0.297","0.258","9","34","92.3","17.0","2292","91.6","91.75","16","68","37","0.2","6.41","115","158","125","148","296","312","294"
"105",640464,"Stewart, Kohl","0",,"0.386","0.182","0.385","0.568","0.410","0.365","0.328","17","44","92.0","10.4","2193","89.4","89.93","9","72","33","0.5","6.47","109","154","113","150","296","321","304"
"104",676424,"Bettinger, Alec","0",,"0.421","0.342","0.406","0.763","0.501","0.359","0.326","16","38","90.3","15.6","2152","88.6","89.13","7","78","26","0.5","6.52","112","152","119","148","297","320","295"
"103",621366,"Borucki, Ryan","0",,"0.216","0.135","0.250","0.351","0.247","0.273","0.242","8","37","89.1","8.0","2495","92.4","91.70","12","60","43","-0.7","6.42","107","152","120","147","291","318","287"
"102",660600,"Paredes, Enoli","0",,"0.304","0.087","0.467","0.391","0.305","0.296","0.258","7","23","94.1","13.5","2565","92.1","92.19","14","62","40","0.1","6.26","112","154","119","150","293","325","294"
"101",676265,"Abbott, Cory","0",,"0.306","0.333","0.308","0.639","0.396","0.326","0.256","11","36","91.9","12.0","2329","90.4","89.88","13","74","27","-0.5","6.07","107","150","109","150","290","321","300"
"99",666808,"Doval, Camilo","0",,"0.294","0.382","0.273","0.676","0.405","0.313","0.250","10","34","89.8","8.6","2520","91.0","91.54","8","59","40","0.5","6.54","110","153","119","149","299","321","294"
"99",681911,"Vesia, Alex","0",,"0.133","0.267","0.133","0.400","0.219","0.257","0.176","4","30","92.6","35.2","2357","91.9","92.23","29","70","29","0.3","6.49","116","157","120","153","293","313","292"
"98",607359,"Patton, Spencer","0",,"0.219","0.031","0.333","0.250","0.220","0.217","0.198","7","32","91.3","19.0","1993","89.7","89.57","13","73","25","-0.1","6.26","114","156","127","148","302","326","293"
"98",656557,"Houck, Tanner","0",,"0.316","0.132","0.379","0.447","0.328","0.278","0.242","12","38","88.2","11.6","2258","91.3","84.56","12","67","31","-6.7","6.25","107","152","115","148","287","329","298"
"97",675912,"Lowther, Zac","0",,"0.379","0.276","0.450","0.655","0.439","0.420","0.342","11","29","95.6","9.6","2192","88.2","88.90","14","69","28","0.7","6.93","107","152","121","148","305","323","295"
"97",668941,"Romero, JoJo","0",,"0.290","0.355","0.261","0.645","0.391","0.297","0.268","9","31","88.1","3.9","2048","91.2","89.99","12","66","31","-1.2","5.43","113","152","114","149","296","327","301"
"95",543548,"Milone, Tommy","0",,"0.385","0.333","0.406","0.718","0.463","0.406","0.365","15","39","90.8","13.7","1963","79.3","78.94","11","66","29","-0.4","6.07","105","149","115","145","291","317","285"
"95",664074,"Ponce, Cody","0",,"0.552","0.345","0.556","0.897","0.617","0.371","0.319","16","29","90.4","12.7","2357","87.5","89.04","6","61","34","1.5","7.06","106","155","123","147","306","321","289"
"94",594987,"Sadler, Casey","0",,"0.296","0.111","0.348","0.407","0.304","0.294","0.262","8","27","92.6","19.7","2673","85.9","84.52","9","64","30","-1.4","5.94","103","150","113","145","292","330","300"
"93",503285,"O'Day, Darren","0",,"0.276","0.241","0.261","0.517","0.335","0.358","0.304","8","29","90.4","22.5","2326","82.4","82.81","11","62","31","0.4","6.63","106","151","112","146","302","327","289"
"92",642073,"Sherfy, Jimmie","0",,"0.286","0.214","0.250","0.500","0.323","0.279","0.244","8","28","87.2","15.8","2521","85.2","85.27","11","53","39","0.1","6.20","115","162","114","150","298","319","296"
"92",572125,"Selman, Sam","0",,"0.174","0.304","0.125","0.478","0.269","0.271","0.192","4","23","89.8","35.2","2489","85.1","85.55","15","64","28","0.4","6.48","114","152","124","150","294","322","292"
"92",664157,"Bergen, Travis","0",,"0.120","0.160","0.091","0.280","0.187","0.276","0.208","3","25","86.3","26.4","2385","91.0","90.37","13","68","24","-0.6","6.01","106","156","122","147","289","318","287"
"92",595191,"Eickhoff, Jerad","0",,"0.400","0.475","0.344","0.875","0.533","0.512","0.411","16","40","89.5","19.1","2105","86.1","86.38","9","78","14","0.3","6.34","116","159","113","149","301","334","306"
"92",663855,"Hicks, Jordan","0",,"0.136","0.091","0.167","0.227","0.152","0.138","0.143","3","22","81.3","-5.7","2059","96.7","95.82","9","54","38","-0.9","6.51","109","150","116","147","291","308","285"
"91",666129,"Garrett, Braxton","0",,"0.387","0.032","0.429","0.419","0.343","0.432","0.421","12","31","85.7","5.5","2192","86.3","86.51","5","59","32","0.2","6.38","99","150","115","145","300","316","285"
"89",592473,"Kolarek, Adam","0",,"0.412","0.147","0.406","0.559","0.419","0.336","0.318","14","34","89.0","-4.6","2150","87.4","87.75","3","56","33","0.4","6.63","111","149","123","154","298","322","299"
"89",663738,"Lynch, Daniel","0",,"0.600","0.360","0.583","0.960","0.613","0.517","0.418","15","25","94.8","14.5","2186","90.7","90.97","9","59","30","0.3","6.48","104","158","117","144","300","325","299"
"88",669459,"Nelson, Kyle","0",,"0.273","0.061","0.333","0.333","0.263","0.273","0.282","9","33","86.1","13.7","2506","86.9","86.59","11","52","36","-0.3","5.87","111","153","120","149","293","315","287"
"88",661255,"López, Yoan","0",,"0.441","0.324","0.433","0.765","0.495","0.494","0.398","15","34","93.2","15.2","2347","91.8","91.73","11","64","24","-0.1","6.80","110","155","122","150","308","335","307"
"88",669135,"Sceroler, Mac","0",,"0.406","0.656","0.412","1.063","0.608","0.357","0.264","13","32","94.0","23.6","2332","88.2","88.17","14","62","26","0.0","6.29","112","151","124","151","300","320","297"
"85",676831,"Whitley, Kodi","0",,"0.231","0.192","0.238","0.423","0.281","0.330","0.254","6","26","84.7","17.1","2117","89.0","88.65","16","65","20","-0.4","6.08","112","155","118","147","293","314","288"
"84",607391,"Mazza, Chris","0",,"0.395","0.184","0.389","0.579","0.396","0.329","0.290","15","38","88.8","18.8","2190","86.8","87.76","6","66","18","1.0","6.90","103","151","120","145","299","324","297"
"84",592145,"Biddle, Jesse","0",,"0.310","0.138","0.333","0.448","0.315","0.254","0.228","9","29","87.7","4.0","2608","86.5","86.82","6","52","32","0.3","6.53","104","150","120","149","299","318","294"
"84",663399,"Waddell, Brandon","0",,"0.323","0.194","0.360","0.516","0.357","0.375","0.321","10","31","96.3","15.2","2378","88.9","88.76","13","62","22","-0.1","5.98","110","151","118","146","298","325","297"
"84",663770,"Evans, Demarcus","0",,"0.286","0.179","0.400","0.464","0.318","0.226","0.226","8","28","85.1","27.3","2471","90.1","90.09","15","60","24","0.0","6.25","110","152","123","146","302","330","294"
"82",475479,"Phelps, David","0",,"0.273","0.000","0.353","0.273","0.241","0.245","0.240","6","22","93.8","19.8","2413","89.5","88.16","13","51","31","-1.3","5.49","108","156","120","150","301","322","287"
"80",605154,"Brebbia, John","0",,"0.350","0.250","0.400","0.600","0.384","0.268","0.263","7","20","84.6","17.9","2377","85.4","76.10","10","60","20","-9.3","6.85","109","154","112","148","296","316","294"
"79",621248,"Garza Jr., Ralph","0",,"0.360","0.240","0.421","0.600","0.408","0.439","0.363","9","25","93.2","23.1","2196","87.3","86.94","12","51","28","-0.4","6.08","117","155","124","151","294","326","292"
"79",545343,"Head, Louis","0",,"0.129","0.065","0.154","0.194","0.133","0.242","0.185","4","31","90.4","33.3","2517","89.0","88.68","12","62","17","-0.3","6.32","110","152","126","150","303","320","293"
"78",657093,"Watkins, Spenser","0",,"0.222","0.148","0.208","0.370","0.243","0.306","0.250","6","27","87.3","15.8","2251","86.7","86.96","7","60","18","0.3","6.40","110","153","118","149","300","319","292"
"78",592612,"Osich, Josh","0",,"0.241","0.138","0.261","0.379","0.265","0.255","0.248","7","29","88.1","15.8","2145","85.8","85.27","9","51","27","-0.5","5.68","114","152","114","148","291","319","291"
"77",656061,"Abreu, Albert","0",,"0.107","0.143","0.095","0.250","0.139","0.240","0.198","3","28","85.0","7.7","2122","91.6","91.48","10","51","26","-0.1","6.26","107","153","125","147","300","328","291"
"76",623485,"Goudeau, Ashton","0",,"0.276","0.241","0.292","0.517","0.334","0.355","0.270","8","29","90.2","7.0","1984","86.0","86.11","7","55","21","0.1","6.36","107","148","118","146","295","315","296"
"76",676886,"Beasley, Jeremy","0",,"0.250","0.300","0.231","0.550","0.319","0.327","0.260","5","20","94.4","21.9","2370","90.8","90.85","18","56","20","0.0","6.24","109","153","120","148","292","312","289"
"76",664918,"Keller, Kyle","0",,"0.333","0.556","0.250","0.889","0.506","0.396","0.300","6","18","94.4","22.5","2498","90.8","90.99","8","56","20","0.2","6.35","110","151","124","147","307","322","292"
"76",621261,"Oswalt, Corey","0",,"0.259","0.111","0.333","0.370","0.270","0.388","0.354","7","27","93.4","18.9","2097","90.2","91.32","15","59","17","1.1","6.92","108","152","110","148","306","338","297"
"75",571666,"Fiers, Mike","0",,"0.371","0.314","0.357","0.686","0.447","0.431","0.353","13","35","94.1","19.0","2276","84.7","83.69","6","52","23","-1.0","5.66","109","146","117","147","305","330","302"
"75",670090,"Mills, Wyatt","0",,"0.345","0.172","0.375","0.517","0.378","0.377","0.330","10","29","88.2","-1.9","2091","90.7","91.55","5","44","31","0.8","6.95","108","149","112","145","298","321","292"
"73",665620,"García, Deivi","0",,"0.320","0.360","0.333","0.680","0.399","0.422","0.287","8","25","92.4","28.4","2304","85.4","85.65","12","49","24","0.2","6.56","114","157","119","146","298","327","296"
"72",641420,"Burdi, Zack","0",,"0.414","0.345","0.360","0.759","0.465","0.419","0.351","12","29","92.8","22.0","2554","93.2","93.21","12","52","20","0.0","6.16","109","149","119","147","289","320","296"
"70",667376,"Sánchez, Miguel","0",,"0.238","0.238","0.211","0.476","0.300","0.384","0.329","5","21","89.5","7.3","1922","91.3","91.57","9","53","17","0.3","6.21","112","153","124","146","294","323","296"
"70",592094,"Adam, Jason","0",,"0.438","0.375","0.545","0.813","0.537","0.456","0.356","7","16","94.1","16.8","2587","90.8","91.35","10","44","26","0.5","6.64","113","147","113","144","290","313","293"
"70",660546,"Díaz, Yennsy","0",,"0.292","0.125","0.316","0.417","0.305","0.344","0.321","7","24","92.6","14.7","1874","93.7","93.10","6","46","24","-0.6","6.06","106","149","113","146","301","321","301"
"69",670990,"Ramirez, Yohan","0",,"0.158","0.158","0.143","0.316","0.200","0.279","0.212","3","19","89.5","12.8","2297","93.6","94.54","12","44","25","0.9","6.97","112","153","118","147","293","317","294"
"68",640451,"Harvey, Hunter","0",,"0.261","0.304","0.263","0.565","0.341","0.295","0.270","6","23","92.9","8.1","2084","93.8","93.40","2","47","21","-0.4","6.14","109","152","121","150","298","321","294"
"68",445926,"Chavez, Jesse","0",,"0.136","0.091","0.214","0.227","0.170","0.209","0.174","3","22","90.0","2.1","2127","89.3","89.35","6","36","32","0.1","6.17","112","151","131","142","305","316","285"
"67",676709,"Tice, Ty","0",,"0.409","0.227","0.421","0.636","0.458","0.456","0.365","9","22","94.7","23.9","2334","89.3","89.43","5","46","21","0.1","6.19","104","155","123","148","294","316","283"
"66",543056,"Coulombe, Danny","0",,"0.316","0.316","0.267","0.632","0.399","0.368","0.297","6","19","92.6","17.9","2372","84.7","83.94","9","47","19","-0.8","5.68","103","159","112","148","297","332","294"
"66",664776,"Cousins, Jake","0",,"0.056","0.000","0.083","0.056","0.049","0.167","0.178","1","18","85.0","22.2","2406","88.7","89.39","11","35","31","0.7","6.77","107","154","117","149","298","325","295"
"65",501789,"Harris, Will","0",,"0.316","0.316","0.357","0.632","0.397","0.338","0.291","6","19","92.0","6.1","2402","88.9","89.71","7","46","19","0.8","6.67","111","152","122","148","309","320","297"
"65",476594,"Stock, Robert","0",,"0.250","0.292","0.235","0.542","0.332","0.302","0.248","6","24","94.2","16.8","2131","90.4","90.65","7","39","26","0.2","6.41","108","152","109","150","296","327","300"
"64",607179,"Weems, Jordan","0",,"0.313","0.563","0.250","0.875","0.486","0.498","0.373","5","16","94.9","12.3","2143","92.3","92.51","7","47","17","0.2","6.55","114","150","119","150","298","323","292"
"64",606965,"Devenski, Chris","0",,"0.381","0.381","0.333","0.762","0.481","0.616","0.457","8","21","90.9","19.0","1979","83.8","83.50","7","42","22","-0.3","6.12","110","153","122","149","303","333","309"
"62",657140,"Wright, Kyle","0",,"0.368","0.421","0.313","0.789","0.460","0.483","0.326","7","19","93.2","10.9","2365","89.3","89.59","7","38","24","0.3","6.35","105","148","119","145","292","315","295"
"62",642545,"Barria, Jaime","0",,"0.300","0.100","0.300","0.400","0.302","0.369","0.339","6","20","94.0","15.6","2203","88.6","88.36","5","44","18","-0.2","6.10","107","154","113","148","302","323","288"
